Item_Fat_Content,Item_Identifier,Item_Type,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Visibility,Item_Weight,Total_Sales,Rating
Low Fat,FDP58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,11.1000003814697,220.748199462891,3.70000004768372
Low Fat,FDS57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.103603094816208,15.5,143.546997070313,3.70000004768372
Low Fat,FDB59,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0153026534244418,18.25,198.008407592773,3.70000004768372
Regular,FDK60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0940102115273476,16.5,95.2068023681641,3.70000004768372
Regular,FDO01,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.020750867202878,21.1000003814697,128.799392700195,3.70000004768372
Regular,FDR32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,6.78000020980835,227.569396972656,3.70000004768372
Regular,FDT32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0657359734177589,19,189.621398925781,3.70000004768372
Regular,DRB13,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.00705529190599918,6.11499977111816,188.65299987793,3.70000004768372
Low Fat,FDN24,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,0.198316648602486,NULL,54.3955993652344,3.70000004768372
Low Fat,FDB09,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.100493147969246,NULL,123.104598999023,3.70000004768372
Low Fat,NCE19,Household,1998,OUT019,Tier 1,Small,Grocery Store,0.162856593728065,NULL,54.5956001281738,3.70000004768372
Low Fat,NCQ30,Household,1998,OUT019,Tier 1,Small,Grocery Store,0.0509018152952194,NULL,120.541397094727,3.70000004768372
Low Fat,FDK27,Meat,1998,OUT019,Tier 1,Small,Grocery Store,0.015664229169488,NULL,122.275596618652,3.70000004768372
Low Fat,FDP39,Meat,1998,OUT019,Tier 1,Small,Grocery Store,0.121554151177406,NULL,53.7323989868164,3.70000004768372
Low Fat,NCL07,Others,1998,OUT019,Tier 1,Small,Grocery Store,0.0548697710037231,NULL,40.5480003356934,3.70000004768372
Low Fat,FDP46,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.130642309784889,NULL,88.3830032348633,3.70000004768372
Low Fat,FDV46,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.0220747645944357,NULL,141.417999267578,3.70000004768372
Low Fat,DRH13,Soft Drinks,1998,OUT019,Tier 1,Small,Grocery Store,0.041821226477623,NULL,107.627998352051,3.70000004768372
Regular,FDR01,Canned,1998,OUT019,Tier 1,Small,Grocery Store,0.0938839465379715,NULL,200.474197387695,3.70000004768372
Regular,FDU01,Canned,1998,OUT019,Tier 1,Small,Grocery Store,0.0210021715611219,NULL,185.192398071289,3.70000004768372
Regular,FDT07,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.13537572324276,NULL,256.132995605469,3.70000004768372
Low Fat,FDX60,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0805941298604012,14.3500003814697,80.9960021972656,3.70000004768372
Low Fat,FDG16,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0898168087005615,15.25,217.319198608398,3.70000004768372
Low Fat,FDH08,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0174290798604488,7.51000022888184,229.600997924805,3.70000004768372
Low Fat,FDR08,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0376229546964169,18.7000007629395,110.788597106934,3.70000004768372
Low Fat,FDI20,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0385637618601322,19.1000003814697,209.258605957031,3.70000004768372
Low Fat,FDM32,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.020605031400919,20.5,91.0830001831055,3.70000004768372
Low Fat,NCV53,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0188136007636786,8.27000045776367,237.988006591797,3.70000004768372
Low Fat,NCG42,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0412278324365616,19.2000007629395,129.830993652344,3.70000004768372
Low Fat,NCO07,Others,2010,OUT046,Tier 1,Small,Supermarket Type1,0.00977626815438271,9.0600004196167,213.755996704102,3.70000004768372
Low Fat,DRI13,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0203269626945257,15.3500003814697,216.750793457031,3.70000004768372
Regular,FDI36,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0623434334993362,12.5,199.742599487305,3.70000004768372
Regular,FDO52,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.0771645978093147,11.6000003814697,172.510604858398,3.70000004768372
Regular,FDF56,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.119462221860886,16.7000007629395,182.797607421875,3.70000004768372
Low Fat,NCB42,Health and Hygiene,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.00857853889465332,11.8000001907349,117.649200439453,3.70000004768372
Low Fat,FDN44,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0229245517402887,13.1499996185303,157.891998291016,3.70000004768372
Low Fat,FDA32,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,14,216.919204711914,3.70000004768372
Low Fat,FDT25,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0508539006114006,7.5,121.70719909668,3.70000004768372
Low Fat,FDE26,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0891862735152245,9.30000019073486,145.378601074219,3.70000004768372
Low Fat,FDG16,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0899989604949951,15.25,215.119201660156,3.70000004768372
Low Fat,FDO32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.12078807502985,6.3600001335144,45.7060012817383,3.70000004768372
Low Fat,FDI20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0386419668793678,19.1000003814697,212.158599853516,3.70000004768372
Low Fat,DRL35,Hard Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0307658985257149,15.6999998092651,43.2770004272461,3.70000004768372
Low Fat,NCL53,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.036308404058218,7.5,175.402801513672,3.70000004768372
Low Fat,NCK30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0611022338271141,14.8500003814697,253.269805908203,3.70000004768372
Low Fat,NCP43,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0305689182132483,17.75,177.865997314453,3.70000004768372
Low Fat,FDF22,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0569459348917007,6.86499977111816,214.621795654297,3.70000004768372
Low Fat,FDT48,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.04621497169137,4.92000007629395,199.808395385742,3.70000004768372
Low Fat,FDU25,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0268321819603443,12.3500003814697,57.3246002197266,3.70000004768372
Low Fat,FDO04,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0,16.6000003814697,54.6613998413086,3.70000004768372
Low Fat,FDG29,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0566103309392929,17.6000003814697,41.7453994750977,3.70000004768372
Low Fat,NCO17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.073794811964035,10,121.444000244141,3.70000004768372
Low Fat,NCZ30,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0,6.59000015258789,119.109802246094,3.70000004768372
Low Fat,FDK27,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.00899714138358831,11,119.975601196289,3.70000004768372
Low Fat,DRL49,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.0567482113838196,13.1499996185303,144.381195068359,3.70000004768372
Regular,FDN56,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.107274301350117,5.46000003814697,145.578598022461,3.70000004768372
Regular,FDV56,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.0136232944205403,16.1000003814697,109.359596252441,3.70000004768372
Regular,FDU20,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.0215010661631823,19.3500003814697,122.209800720215,3.70000004768372
Regular,FDV33,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.0273990631103516,9.60000038146973,258.330413818359,3.70000004768372
Regular,FDN22,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.138585865497589,18.8500003814697,252.472396850586,3.70000004768372
Regular,FDB23,Starchy Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0,19.2000007629395,223.806198120117,3.70000004768372
Regular,FDT35,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,0.0819161236286163,19.8500003814697,167.681594848633,3.70000004768372
Regular,FDD38,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.00823806412518024,16.75,101.967399597168,3.70000004768372
Regular,FDI40,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.126313418149948,11.5,100.635803222656,3.70000004768372
Regular,FDB29,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0527081377804279,16.7000007629395,114.717597961426,3.70000004768372
Regular,FDK10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0405871458351612,5.78499984741211,180.365997314453,3.70000004768372
Regular,FDT09,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0123326666653156,15.1499996185303,130.028396606445,3.70000004768372
Low Fat,FDO12,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0549201443791389,15.75,195.845199584961,3.70000004768372
Low Fat,FDU23,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0217193868011236,12.1499996185303,163.118392944336,3.70000004768372
Low Fat,FDJ50,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0215819217264652,8.64500045776367,53.3982009887695,3.70000004768372
Low Fat,FDX02,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0570493005216122,16,225.940399169922,3.70000004768372
Low Fat,DRE03,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0242223218083382,19.6000003814697,45.5718002319336,3.70000004768372
Low Fat,FDK16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.115307979285717,9.0649995803833,97.0093994140625,3.70000004768372
Low Fat,FDG04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00606156513094902,13.1000003814697,188.989807128906,3.70000004768372
Low Fat,FDB53,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.139426037669182,13.3500003814697,148.339202880859,3.70000004768372
Low Fat,NCW17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0193825680762529,18,129.399398803711,3.70000004768372
Low Fat,NCP05,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0252818018198013,19.6000003814697,152.002395629883,3.70000004768372
Low Fat,NCT42,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0248826146125793,5.88000011444092,149.439193725586,3.70000004768372
Low Fat,NCT30,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0802777037024498,9.10000038146973,47.271800994873,3.70000004768372
Low Fat,NCE18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0214212890714407,10,248.375,3.70000004768372
Low Fat,FDL33,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0,7.2350001335144,197.245193481445,3.70000004768372
Low Fat,FDM21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0643519088625908,20.2000007629395,259.464599609375,3.70000004768372
Regular,FDQ47,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.168154567480087,7.15500020980835,33.7873992919922,3.70000004768372
Regular,FDN49,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,0.125200793147087,17.25,41.6479988098145,3.70000004768372
Regular,FDE51,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0964490920305252,5.92500019073486,43.8086013793945,3.70000004768372
Regular,FDZ26,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.14399017393589,11.6000003814697,239.622192382813,3.70000004768372
Regular,FDQ40,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0360207110643387,11.1000003814697,177.271194458008,3.70000004768372
Regular,FDI40,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.125579208135605,11.5,99.7358016967773,3.70000004768372
Regular,FDJ40,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0495798848569393,13.6000003814697,110.091201782227,3.70000004768372
Regular,FDV19,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0352503694593906,14.8500003814697,160.957794189453,3.70000004768372
Regular,FDN58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0568616390228271,13.8000001907349,231.598403930664,3.70000004768372
Regular,FDL14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0321527868509293,8.11499977111816,157.397201538086,3.70000004768372
Low Fat,FDB28,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.156307980418205,6.61499977111816,196.34260559082,3.70000004768372
Low Fat,FDJ41,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.0383019186556339,6.84999990463257,261.259399414063,3.70000004768372
Low Fat,FDJ28,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.0365908071398735,12.3000001907349,193.316192626953,3.70000004768372
Low Fat,FDS40,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.0234655905514956,15.3500003814697,35.2190017700195,3.70000004768372
Low Fat,FDE09,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.0361596345901489,8.77499961853027,110.722801208496,3.70000004768372
Low Fat,NCX05,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.162462040781975,15.1999998092651,117.649200439453,3.70000004768372
Low Fat,NCA54,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.0613305196166039,16.5,178.731796264648,3.70000004768372
Low Fat,NCB07,Household,2011,OUT010,Tier 3,High,Grocery Store,0.129731744527817,19.2000007629395,196.210998535156,3.70000004768372
Low Fat,FDK46,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.0861458703875542,9.60000038146973,258.361999511719,3.70000004768372
Low Fat,FDV09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.0344275757670403,12.1000003814697,146.673400878906,3.70000004768372
Regular,FDJ03,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.121174238622189,12.3500003814697,47.8692016601563,3.70000004768372
Regular,FDU26,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.0713353976607323,16.7000007629395,120.378196716309,3.70000004768372
Regular,FDO56,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.0752915740013123,10.1949996948242,119.180801391602,3.70000004768372
Regular,FDT15,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.071440115571022,12.1499996185303,182.294998168945,3.70000004768372
Low Fat,FDB60,Baking Goods,2011,OUT010,Tier 3,Small,Grocery Store,0.0477401316165924,9.30000019073486,195.013595581055,3.70000004768372
Low Fat,FDO36,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0778490006923676,19.7000007629395,179.166000366211,3.70000004768372
Low Fat,FDT25,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.050708744674921,7.5,123.407203674316,3.70000004768372
Low Fat,FDR49,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0,8.71000003814697,46.5376014709473,3.70000004768372
Low Fat,FDQ52,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.119285635650158,17,247.443405151367,3.70000004768372
Low Fat,FDI52,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.104591026902199,18.7000007629395,121.407203674316,3.70000004768372
Low Fat,FDX44,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0429307892918587,9.30000019073486,88.5171966552734,3.70000004768372
Low Fat,FDG57,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0722381919622421,14.6999998092651,47.5033988952637,3.70000004768372
Low Fat,NCB54,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.0500110574066639,8.76000022888184,126.733596801758,3.70000004768372
Low Fat,NCR05,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.0545853711664677,10.1000003814697,196.508407592773,3.70000004768372
Low Fat,NCH07,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0925899147987366,13.1499996185303,159.560394287109,3.70000004768372
Low Fat,NCL42,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.040338009595871,18.8500003814697,246.714401245117,3.70000004768372
Low Fat,NCO30,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0157118067145348,19.5,181.860794067383,3.70000004768372
Low Fat,NCC07,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0239312164485455,19.6000003814697,103.196403503418,3.70000004768372
Low Fat,FDK45,Seafood,2000,OUT013,Tier 3,High,Supermarket Type1,0.0338300094008446,11.6499996185303,111.685997009277,3.70000004768372
Low Fat,FDI22,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.09613236784935,12.6000003814697,208.961196899414,3.70000004768372
Low Fat,FDP10,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.127983540296555,19,107.662200927734,3.70000004768372
Low Fat,DRE12,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.0707216560840607,4.59000015258789,113.286003112793,3.70000004768372
Low Fat,DRJ49,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0,6.86499977111816,129.965194702148,3.70000004768372
Regular,FDX47,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,0.0345755442976952,6.55000019073486,156.528793334961,3.70000004768372
Regular,FDA03,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.0454259403049946,18.5,144.910202026367,3.70000004768372
Regular,DRM49,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.151827558875084,6.1100001335144,43.0085983276367,3.70000004768372
Regular,FDD47,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.142292261123657,7.59999990463257,171.344802856445,3.70000004768372
Low Fat,NCD06,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0992426201701164,13,46.3059997558594,3.70000004768372
Regular,FDZ26,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.14389756321907,11.6000003814697,240.622192382813,3.70000004768372
Low Fat,FDA44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0534395202994347,19.7000007629395,55.0929985046387,3.70000004768372
Low Fat,FDT38,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0577718280255795,18.7000007629395,85.3565979003906,3.70000004768372
Low Fat,FDT04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,17.25,40.8821983337402,3.70000004768372
Low Fat,FDK52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,18.25,224.106201171875,3.70000004768372
Low Fat,FDS07,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.100164204835892,12.3500003814697,113.651802062988,3.70000004768372
Low Fat,FDF32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,16.3500003814697,196.34260559082,3.70000004768372
Low Fat,NCV41,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0171081852167845,14.3500003814697,110.322799682617,3.70000004768372
Low Fat,NCH54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.072965145111084,13.5,160.692001342773,3.70000004768372
Low Fat,FDJ07,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0144822783768177,7.26000022888184,118.11499786377,3.70000004768372
Low Fat,FDL15,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0468247272074223,17.8500003814697,153.668197631836,3.70000004768372
Low Fat,NCM07,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0401246249675751,9.39500045776367,85.190803527832,3.70000004768372
Low Fat,FDI57,Seafood,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0542457215487957,19.8500003814697,196.076797485352,3.70000004768372
Low Fat,FDA10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.142393708229065,20.3500003814697,122.70719909668,3.70000004768372
Low Fat,FDL46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0542771331965923,20.3500003814697,117.346603393555,3.70000004768372
Low Fat,FDC35,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.123338080942631,7.43499994277954,206.163803100586,3.70000004768372
Regular,FDI36,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062597393989563,12.5,196.942596435547,3.70000004768372
Regular,FDW02,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0378529950976372,4.80499982833862,126.270401000977,3.70000004768372
Regular,FDZ28,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.051702257245779,20,125.867797851563,3.70000004768372
Regular,FDF08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,14.3000001907349,89.8855972290039,3.70000004768372
Low Fat,FDV49,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0259324088692665,10,264.722595214844,3.70000004768372
Regular,FDU19,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0469620041549206,8.77000045776367,173.842193603516,3.70000004768372
Low Fat,FDZ52,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0995899066329002,NULL,109.188598632813,3.70000004768372
Low Fat,NCA42,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0284103341400623,NULL,158.060394287109,3.70000004768372
Low Fat,NCQ50,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0341412127017975,NULL,211.921798706055,3.70000004768372
Low Fat,FDU39,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0358634367585182,NULL,58.356201171875,3.70000004768372
Low Fat,FDF58,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.00953475758433342,NULL,64.5510025024414,3.70000004768372
Low Fat,FDH34,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0309446658939123,NULL,186.658203125,3.70000004768372
Low Fat,FDK57,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0799040645360947,NULL,120.043998718262,3.70000004768372
Low Fat,FDM10,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0756037011742592,NULL,215.121795654297,3.70000004768372
Low Fat,FDQ22,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0295956376940012,NULL,40.9822006225586,3.70000004768372
Low Fat,DRI01,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0342861078679562,NULL,173.142196655273,3.70000004768372
Regular,FDT24,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,NULL,75.9328002929688,3.70000004768372
Regular,FDT47,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0243901498615742,NULL,95.9067993164063,3.70000004768372
Regular,FDD40,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0147217186167836,NULL,193.616195678711,3.70000004768372
Regular,FDG56,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0711065456271172,NULL,60.5536003112793,3.70000004768372
Regular,FDQ45,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0108641861006618,NULL,185.360794067383,3.70000004768372
Regular,DRC01,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0191070269793272,NULL,48.4692001342773,3.70000004768372
Regular,FDD59,Starchy Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0658603236079216,NULL,81.8960037231445,3.70000004768372
Regular,FDO10,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0127410888671875,13.6499996185303,57.6587982177734,3.59999990463257
Low Fat,FDG02,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.0113248620182276,7.85500001907349,189.618804931641,3.59999990463257
Regular,FDH14,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.0467696003615856,17.1000003814697,141.183807373047,3.59999990463257
Regular,FDG12,Baking Goods,2015,OUT045,Tier 2,Small,Supermarket Type1,0,6.63500022888184,121.309799194336,3.59999990463257
Low Fat,NCC31,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0198667049407959,8.02000045776367,154.597198486328,3.59999990463257
Low Fat,FDW11,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0489807985723019,12.6000003814697,61.9193992614746,3.59999990463257
Regular,FDE40,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.0986636504530907,NULL,62.9193992614746,3.59999990463257
Regular,FDG33,Seafood,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.139561161398888,NULL,170.47639465332,3.59999990463257
Low Fat,FDA33,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0339686460793018,6.48000001907349,148.007598876953,3.59999990463257
Low Fat,FDC15,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.178975716233253,18.1000003814697,155.528793334961,3.59999990463257
Regular,DRB48,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0,16.75,39.3821983337402,3.59999990463257
Low Fat,FDK48,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0,7.44500017166138,76.8354034423828,3.59999990463257
Regular,FDH45,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.105646856129169,15.1000003814697,42.8796005249023,3.59999990463257
Regular,FDW22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.030337480828166,9.69499969482422,222.911407470703,3.59999990463257
Regular,FDO27,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.179806962609291,6.17500019073486,95.2751998901367,3.59999990463257
Regular,FDS33,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.122830882668495,NULL,86.9514007568359,3.59999990463257
Low Fat,NCZ06,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0940833017230034,19.6000003814697,252.269805908203,3.59999990463257
Regular,FDA52,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.128682717680931,16.2000007629395,178.436996459961,3.59999990463257
Regular,FDM60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0483394078910351,10.8000001907349,41.513801574707,3.59999990463257
Regular,FDO10,Snack Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.021343732252717,13.6499996185303,58.3587989807129,3.59999990463257
Low Fat,FDD36,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0213066358119249,13.3000001907349,119.812400817871,3.59999990463257
Low Fat,FDU02,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.102670885622501,13.3500003814697,228.635192871094,3.59999990463257
